,author,comment,published_time
883,philipspigelmeyer959,"Hell at 23:14 its dumb and dumber ""following"" eachother around. Whos leader tho? Its the dumb leading the blind. But no one knows who is dumber so i guess there both ""the dumb"" and ""the blind"" 😂",2023-10-04T06:32:05Z
884,SpiritualSteve,"Really good quality video. One of the most enjoyable among us videos to watch, even 3 years past the peak of the game",2023-10-04T06:31:49Z
885,itsRobbie_,We're back oh my god. It's been 84 years,2023-10-04T06:28:16Z
886,Michael-lk1mm,i love this vidéos,2023-10-04T06:27:35Z
887,philipspigelmeyer959,Lazer is just to smart for this lobby bro. He could legit run laps around all these clown 🤡😂,2023-10-04T06:27:02Z
888,fajarahamed8398,LAZAR GOAT,2023-10-04T06:24:46Z
889,noahfarrow2933,drunk among us would be crazy,2023-10-04T06:23:35Z
890,burnok7525,finally amognuts,2023-10-04T06:20:30Z
891,invisibleeddie,IVE MISSED SIDEMEN AMONG US VIDS,2023-10-04T06:18:26Z
892,mufcecfc14090,Where is harry he wasn't in the 20 vs 1 and he is not here,2023-10-04T06:15:33Z
893,LaufzDS,They revived among us,2023-10-04T06:14:28Z
894,jamesmcmoore5434,"The moment Lachlan found the camera, it was like a elder scrolls moment when a slow zoom in closes in on the NPC.",2023-10-04T06:13:07Z
895,kiddynamite6839,25:11 The best moment😂😂,2023-10-04T06:13:05Z
896,ovy69,The last game lowkey felt scripted!,2023-10-04T06:11:01Z
897,FlamingDemon,hi,2023-10-04T06:08:44Z
898,matteogavinson3549,I love these vids,2023-10-04T06:08:02Z
899,philipspigelmeyer959,Deji's laugh is so piercings that it hurts my ears and hearing. Holy fucken cow brotha 🙄 everytime he fucken talked i mute so i cant hear anything because holy fuck hes to loud.,2023-10-04T06:04:30Z
900,philipspigelmeyer959,These dumbasses cant even get there cameras right. 😂😂😂the lobby is dumber than i thought. 😂😂,2023-10-04T06:00:39Z
901,LaurieSuppleOfficial,Why did Vik make me die at 4:18 😭,2023-10-04T06:00:31Z
902,jpriceless2778,I killed.  Hall were next to rav strepzoeke,2023-10-04T05:58:43Z
903,nixxyedits,Yes. Finally. This seems to be among us.,2023-10-04T05:54:06Z
904,LivinG-TribunaL-YT,Lannan is such a cheat code for great content,2023-10-04T05:53:43Z
905,nicolaszexff3735,biblically accruate Tobi,2023-10-04T05:53:43Z
906,patrickmulville1827,finally an among us video,2023-10-04T05:52:18Z
907,lunada7127,Lannan is such a legend 😂,2023-10-04T05:51:33Z
908,anuragsrikanth4807,Danny and Deji voting out Tobi in the end was the best!!!😂,2023-10-04T05:46:46Z
909,JK-zq9ox,Angryginge would be perfect for sidemen among us,2023-10-04T05:43:10Z
910,solveigg2377,yesss finally i've been waiting for another among us vid!!! Lannon with the hidden camera was jokes 😂he's such a good person to have in these vids!!,2023-10-04T05:37:35Z
911,jovaman,"After a month, man can finally eat",2023-10-04T05:34:32Z
912,kongoagon,"Lannan is the best, i need him as a new member of the sidemen",2023-10-04T05:33:52Z
913,akif2036,should get angry ginge to play among us with you lot,2023-10-04T05:32:55Z
914,Deatheater0007,I saw him putting up the camera on his channel before I watched,2023-10-04T05:30:58Z
915,beats3161,I dont think Sidemen among us would have been half as good without Lannan,2023-10-04T05:27:43Z
916,BigEholixs181,Deji became JJ 2.0,2023-10-04T05:19:06Z
917,tshegofatsomashishi5172,Finally we get among us vid❤,2023-10-04T05:14:34Z
918,JagmeetDhillon-yt6hp,29:43 best moment HAHAHA,2023-10-04T05:14:30Z
919,vijaysarathy7572,30:36 TOBI WITH A MOM JOKE????,2023-10-04T05:13:47Z
920,vijaysarathy7572,Danny and Deji are such an underrated duo,2023-10-04T05:13:26Z
921,jackdemboss9984,Lazarbeam is always 🐐 even if his not posting in his own Channel 🤣,2023-10-04T05:12:26Z
922,fiorane,Fun fact: Deji has legit never gotten an evil role.. except the one time he was Werewolf.,2023-10-04T05:11:55Z
923,hastings11,This one was defz worth the wait. Absolute elite level among us content!,2023-10-04T05:10:49Z
924,APHD15,25:00 you’re welcome 😂,2023-10-04T05:10:35Z
925,mori5271,"The sidemen among us videos are lowkey some their most entertaining content, the absolute fuckery in these videos is top tier😂",2023-10-04T05:10:23Z
926,Lhayes113,BEST DAY EVER,2023-10-04T05:08:21Z
927,0023xn,❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-04T05:03:29Z
928,himel_mahmud,Lannan completely fucked over Lachy. That is hilarious.,2023-10-04T04:58:09Z
929,Flukex-ew7yo,But JJ.... i am subscribed :( ive been subbed for ages 😢,2023-10-04T04:57:33Z
930,Loonareverse,Lazar hard carried this like damn 😂,2023-10-04T04:56:09Z
931,100_subs_no_videos,18:03 wtf 😂,2023-10-04T04:53:45Z
932,glenn5298,FINALLY AMONG US AGAIN! YAY!,2023-10-04T04:53:45Z
933,lovingschabingajr9902,Fuck your life you gone 😭😅😅,2023-10-04T04:53:23Z
934,nsrlucy5944,Damnn bro deji beong the best 3rd imposster😂,2023-10-04T04:51:01Z
935,UpNextBeatz,what about 'DAY-JAEEE' AHAHAHAHAHAH,2023-10-04T04:47:56Z
936,harshsheth5545,Only Lazar taking Sidemen AmongUs seriously.,2023-10-04T04:47:10Z
937,morax_pogo,Lachlan looks so dumbfounded😂,2023-10-04T04:46:09Z
938,Baki_B,These guys keeping among us alive,2023-10-04T04:45:19Z
939,UpNextBeatz,11:11 MASSIVE GAME BRAIN PLAY! Lazar beam was looking to see if danny made a 'stabby stab ' and since he already marked behz and found calluxs body: NINJA BRAIN PLAY. TO KILL IN hindsight!:),2023-10-04T04:44:53Z
940,djangking,Genius!,2023-10-04T04:44:10Z
941,gamersunited8441,GIVE US MORE AMONG US W LACHY AND LAZAR,2023-10-04T04:43:49Z
942,Thepeoplesfavouriteviewer,No ginge what a shame,2023-10-04T04:41:27Z
943,jaguwa4816,0:44 I was so mad because I just put took my airpods off charge Chipfat I'm coming for you,2023-10-04T04:41:22Z
944,gemmalouise8182,I love these videos ❤,2023-10-04T04:37:12Z
945,DaBanny,Lannan is the undisputed king of shithousery and i love it,2023-10-04T04:37:08Z
946,nsrlucy5944,Finally back with a amoung us vid❤❤,2023-10-04T04:34:35Z
947,Abey608,we need a video with the pack,2023-10-04T04:33:35Z
948,joelshanahan7580,Was Tobi crying?,2023-10-04T04:28:24Z
949,mankiratatwal7297,Yayaya callux!! ☺️💕,2023-10-04T04:24:34Z
950,danielbrown5867,these guys should play the air ship,2023-10-04T04:23:50Z
951,axelaziza7960,Ain’t no one noticed the tik tok Lachlan  was watching 😯🤨,2023-10-04T04:18:42Z
952,farenough7058,29:56 simon guessed it right😂😂,2023-10-04T04:15:42Z
953,ShimSladyBrand,"4:16 that’s cute, Deji has a photo of his son in his wallet",2023-10-04T04:11:52Z
954,elijahdiablo7310,Tobi is top 10 whingers,2023-10-04T04:11:36Z
955,Hi-fb3hf,I really need more sidemen among usssssss pleaseeeeeee😭😭,2023-10-04T04:10:10Z
956,maxc5338,This is just a Lazerbeam video. Man controlled everything,2023-10-04T04:09:38Z
957,zayaanthanvi7471,"who saw ethan’s fruity tiktok on lachlan’s phone, shout-out editors",2023-10-04T04:09:26Z
958,mnjshannn3167,"Danny needs to stop taking drugs,already going bald and his skin is all pale like he is in chemo 😅",2023-10-04T04:09:12Z
959,dhiffhk,Sidemen been dropping a lot of bangers lately,2023-10-04T04:08:47Z
960,marcobrusas2001,The fact that Lachlan said lazar was behind them then vikk pretty much said shortly afterwards that they're together with lazar but no one noticed is insane,2023-10-04T04:06:28Z
961,TheShazMC22,Lazar really the main character in these vids now,2023-10-04T04:04:26Z
962,frenchthattoast,The mayweather pic in the wallet when Deji does card swipe is pure jokes😂,2023-10-04T04:04:24Z
963,NLFCshorts,"IT WAS SIMON I SAW HI- oh wait he's dead-
Famous Deji quote",2023-10-04T03:56:52Z
964,HalfNHalf.,I feel like lazar ALWAYS gets imposter😂 literally every single video,2023-10-04T03:56:21Z
965,PANN1Cau,Lazar has redeemed himself and is now again above the sidemen 😂,2023-10-04T03:53:31Z
966,stirl-qc8cn,throwbi,2023-10-04T03:52:42Z
967,Adouken,Do you how many times ive checked Youtube to see if there was a new Among Us video?! WTF took you so long?!?! Give the people what they want!!!😂😂😂😂😂,2023-10-04T03:52:33Z
968,SanishMaharjan,Ok.,2023-10-04T03:51:09Z
969,footballclips9580,Finally among us vdo yayyyyyy,2023-10-04T03:49:31Z
970,willpotent2506,The among us videos are the best guys keep posting please. I have re watched them all multiple times,2023-10-04T03:47:25Z
971,lukegough3735,hips are out of place 💀,2023-10-04T03:44:14Z
972,spikeyy7496,where tf is callux recording at 😭,2023-10-04T03:42:54Z
973,Ahhshit,these among us videos are way too good.,2023-10-04T03:39:59Z
974,jez1659,Why is lux filming on a potato,2023-10-04T03:39:16Z
975,calvincharlie703,Lannan does more for this video than he does for The Pact lol,2023-10-04T03:37:19Z
976,Fre4kTV,3:52 had me dead LMAO the tiktok edit,2023-10-04T03:35:56Z
977,XXVIMagic,tobi's the what?! 22:40,2023-10-04T03:34:53Z
978,meganisaverageheight,chipfat’s editing is elite in this one,2023-10-04T03:34:42Z
979,curtisd1740,1:22 😂cheers Lannan,2023-10-04T03:31:49Z
980,vippandabear2870,Tobi has some nice teeth,2023-10-04T03:30:10Z
981,XIzzyX,here when it was irl cam,2023-10-04T03:28:30Z
982,RasminaRanathunga-ed7cb,We need more amoung us for God sake please,2023-10-04T03:23:01Z
983,oskar5449,22:04,2023-10-04T03:21:19Z
984,oskar5449,"19:10, 19:15",2023-10-04T03:18:02Z
985,Warndanger,Danny Arons be wrecking me f your life you're gone lmao...,2023-10-04T03:17:58Z
986,oskar5449,18:08,2023-10-04T03:16:50Z
987,dvsr2410,"lazar masterclass ninja. better than juggernaut on my opinion 🥷, Doji",2023-10-04T03:16:05Z
988,IAMTHEGOOCHALMIGHTY,I hate kids,2023-10-04T03:15:14Z
989,oskar5449,16:11,2023-10-04T03:14:42Z
990,jaredkeene5666,"Lachy with an all-time Sidemen Among Us moment finding the camera, elite content",2023-10-04T03:12:46Z
991,akytimeless,Nothing prepared me for that Boris Johnson “Blue” 😂😂😂🔵 12:05,2023-10-04T03:11:36Z
992,theydontfwkuji,25:05 best moment 😆😆😆😆,2023-10-04T03:11:30Z
993,AiZeno,Reminds me of Simon and JJ back in the days,2023-10-04T03:11:10Z
994,bryanxjames1215,Imagine how horribly wrong that hidden cam could’ve went😅😅😂😂😂😂,2023-10-04T03:10:37Z
995,TicketyTy,Love the content,2023-10-04T03:07:46Z
996,crowkid5553,"Even when tobi killed lazar he still got caught, pretty much lazars game (which is  a good thing)",2023-10-04T03:06:55Z
997,zackchinzimriagripo9784,its literally LazarSHow.,2023-10-04T03:03:00Z
998,bibhushanrajthala,29:45,2023-10-04T03:01:14Z
999,oldajelinek3668,Among us with speed.,2023-10-04T03:00:28Z
1000,kodylist8362,Tobi: suck your mum .. okay Reece Walsh,2023-10-04T02:59:44Z
1001,zing4659,Next level cheating by lazer😂,2023-10-04T02:55:07Z
1002,Luckii.444,Lazar >> Aizen🗿💀,2023-10-04T02:55:04Z
1003,bog222,callux does nothing imo someone like ginge would be better,2023-10-04T02:55:04Z
1004,jadenzandona249,what the hell is happening to Cal's camera,2023-10-04T02:54:10Z
1005,jonathansanders6736,Why is Callux in  480p,2023-10-04T02:54:03Z
1006,sethanderson945,Angry Ginge on sidemen among us would be amazing,2023-10-04T02:50:23Z
1007,bibhushanrajthala,25:03 the golden moment    😂😂😂😂😂,2023-10-04T02:50:06Z
1008,bibhushanrajthala,24:29,2023-10-04T02:48:58Z
1009,palmerjurgensmeyer1621,MORREEEEE,2023-10-04T02:46:12Z
1010,clutch512,You can see in Callums screen that they recorded Dec 11 last year lol! Wtf how many months of videos do these guys have ready,2023-10-04T02:44:25Z
1011,Mihajloje8643,When Ksi say sumn to my mom I unsubscribe,2023-10-04T02:42:20Z
1012,nothamihambone,Missed opportunity for Tobi to spell his username “tobiiiiii”,2023-10-04T02:40:50Z
1013,yoprankster4842,"lazerbeam took this on a whole dif level, shit was hilarious",2023-10-04T02:39:34Z
1014,takdeerbrar6588,"Finally Sidemen Among video, wating from long time for this",2023-10-04T02:39:21Z
1015,Joeclone2001,LAZER AND DANNY MASTERCLASS 🐐‼️😂,2023-10-04T02:36:45Z
1016,JAGL716,Wouldnt be a Sidemen among us without someone messing up their recording😂,2023-10-04T02:34:59Z
1017,shamelshami5476,lachy tryna get back at lalan but not realizing he is being watched XD,2023-10-04T02:34:24Z
1018,bibhushanrajthala,16:15 deji man,2023-10-04T02:32:03Z
1019,sharinu3093,Among ussss!! I've been waiting so long for a new video! We need more among us content pleaaaaase!,2023-10-04T02:27:13Z
1020,romybear,25:06,2023-10-04T02:22:34Z
1021,nitrogames1829,So cool I've actually met Lachlan at Mr Percivals in Brisbane 😂,2023-10-04T02:22:07Z
1022,Steve_Eugene,This whole video deserves to be uploaded on Lannan's channel,2023-10-04T02:20:42Z
1023,RK9NE,Lannan 200 IQ,2023-10-04T02:19:39Z
1024,exotixwild,need more among us,2023-10-04T02:18:38Z
1025,RuinedSocK,25:10 the face,2023-10-04T02:18:13Z
1026,naviathan1416,Sidemen Among Us truly never disappoints!,2023-10-04T02:18:06Z
1027,Duffelberry,"Lachlan - ""i was on cams didnt see anything""
Josh - ""thats convenient""
Also very ironic 😅",2023-10-04T02:16:50Z
1028,faxxbs,Im not lying when i say those but ives rewatch every sidemen among us atleast 5 times already so PLEASE MAKE MORE,2023-10-04T02:14:57Z
1029,Witty-Hydra,The real ninja both won in IRL n Among us.,2023-10-04T02:12:31Z
1030,tomas5826,LAZARBEAM WITH THE CARRY AS ALWAYS!,2023-10-04T02:12:02Z
1031,The_Major_Bwub,Watching Sidmen among us videos is like have opium because I'm addicted.,2023-10-04T02:08:46Z
1032,lazar13m82,Could it happend that Ishowspeed playes among us with sidemen,2023-10-04T02:07:04Z
1033,Magda1497,29:41  fuck your life mate youre gone 😂,2023-10-04T02:06:45Z
1034,Steve_Eugene,"They seriously need to play with anonymous voting, it would for VERY entertaining voting rounds",2023-10-04T02:03:55Z
1035,BantiPlayz,More Deji plz,2023-10-04T02:03:32Z
1036,rjpd_2001,We all love Lannan.,2023-10-04T02:03:28Z
1037,Nikhil-pi1th,They need to get speed fr,2023-10-04T02:01:28Z
1038,OrthodoxyIsBased,"Jesus Christ is the truth i can show you aswell, God bless you all 🙏🏽❤️",2023-10-04T02:01:18Z
1039,dcsc1,"Finally another Among Us episode, the best! Have only just now resorted to going back and re-watching the Among Us playlist...and then this popped up. Happy days! 😁",2023-10-04T02:01:11Z
1040,Steve_Eugene,I'VE BEEN WAITING SO LONG FOR ANOTHER AMONG US! LET'S GOOOO,2023-10-04T01:59:49Z
1041,Steve_Eugene,"Lachy got done so dirty, and I'm here for it",2023-10-04T01:59:30Z
1042,rahulkr9489,We need speed in among us,2023-10-04T01:58:56Z
1043,EmptyGorillaAU,Wanny Warons,2023-10-04T01:56:49Z
1044,user-ci2lx3ho3s,i love these sidemen amoung us vids so funny,2023-10-04T01:54:47Z
1045,chloegabrielle9492,They need to get angry ginge 😭,2023-10-04T01:54:46Z
1046,user-uc7pw6dm1b,Sidemen among us is a NEED,2023-10-04T01:51:50Z
1047,vgothc04y45,Lazer is just giving the sidemen content at this point,2023-10-04T01:51:31Z
1048,bk827_,"8:45
17:57
29:03
29:41",2023-10-04T01:50:47Z
1049,ThomasTherobloxwoodentrain,Lets go it’s back!,2023-10-04T01:50:21Z
1050,jo.nilsen,god the Boris meme made me spit Vanilla Coke all over my laptop keyboard AHAHA,2023-10-04T01:48:44Z
1051,coltonstafford9268,Is that ksi,2023-10-04T01:47:09Z
1052,Juliajames1029,"Okay. I watch sidemen among us videos during my lunch break and before I fall asleep, you have no idea how happy I get when a new one comes out lmfao these are so funny",2023-10-04T01:46:26Z
1053,philipsinclair5575,Only play this game pls ❤❤,2023-10-04T01:45:13Z
1054,LukeTO374,Lazar carried the video 😂,2023-10-04T01:41:07Z
1055,SmokeMyPipee,How unbelievably dead. Oh wow you hid a camera and saw… nothing. And that’s the highlight of the video. How boring,2023-10-04T01:37:45Z
1056,PowerfulDragon,if y'all could get lannan and lazar to plan an end of year batsu....,2023-10-04T01:37:07Z
1057,shobhitashoby5278,this episode was lanna's masterplan. he was just too good,2023-10-04T01:36:36Z
1058,azelo0o562,FINALLY,2023-10-04T01:36:14Z
1059,themightyspartan1012,Yo Lazar is the GOAT. The GOAT. 😂😂😂,2023-10-04T01:34:50Z
1060,apsarapahari4384,Lachlan and lazar duo is best 🤣🤣🤣,2023-10-04T01:34:17Z
1061,user-lr7jp2hz3u,Deji makes this 10 times funnier,2023-10-04T01:33:42Z
1062,Yeabro476,make more,2023-10-04T01:29:14Z
1063,toolazycarlos3941,As soon as I heard “Cams” I thought to myself oh Harold is not here 😢,2023-10-04T01:28:58Z
1064,biccy22,Why Lachlann looking like Harry Kane when he found the camera😂,2023-10-04T01:25:47Z
1065,benweaver1762,"Lazar lowkey might be my fav person on sidemen among us, respectfully",2023-10-04T01:25:07Z
1066,manbob3833,lazar is the content king,2023-10-04T01:20:37Z
1067,thenbf4796,yay,2023-10-04T01:20:00Z
1068,bettysalama7839,When he finds the camera Ahahahahahahahahaha,2023-10-04T01:16:22Z
1069,lzrkrayonzz7823,Need angry ginge on this,2023-10-04T01:16:12Z
1070,bettysalama7839,Lazerbeammmmm😂😂😂😂😂😂😂😂😂I love him,2023-10-04T01:16:08Z
1071,courtneyparrish8576,Might as well do Among us in real life with a twist.,2023-10-04T01:15:39Z
1072,mwsage8645,Lannan is the main character of sidemen among us I swear,2023-10-04T01:14:43Z
1073,arejayemm_5603,I guess being bad at among us runs in the family 😭,2023-10-04T01:13:19Z
1074,1400gabrielluh,YESSSSSS,2023-10-04T01:12:46Z
1075,zerodream7394,"""professional youtubers""",2023-10-04T01:10:49Z
